Series Name,Series Code,Country Name,Country Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Population growth (annual %),SP.POP.GROW,Estonia,EST,-0.268133719541207,-0.192768077420229,-0.22805796852935,-0.303582823643979,-0.357944411443807,-0.355891802625531,-0.262256175097854,0.348039137980543,0.371554389037477,0.197559185177642,0.105996956310127,1.33655151148286,1.27794159737588
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2.83863160180599,2.80357593483215,2.82098186260834,2.85029677836164,2.82765624318832,2.74962070654197,2.70542811266671,2.67332102071494,2.656010133459,2.65485915620519,2.60431928274974,2.54208920295403,2.5187790536759
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,0.103335684804041,0.0371747216177147,-0.0392403891899056,-0.0495888270007087,0.0123995123017319,0.0537134606447883,0.0970242533510219,1.43304325187036,1.41473188516849,1.41026007721943,0.900256782879419,0.379320886225017,0.338473433332776
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.680664088099223,0.517432196093315,0.419141607071656,0.351360475814814,0.297238780271001,0.262426487072664,0.230397589525045,-0.00250269992369218,-0.0577971466911964,0.212846220439299,0.45397664568484,0.556091460082176,0.708309568380842
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.465549284507694,0.478246393482911,0.457494535465831,0.463558707499131,0.475809486683209,0.460723772785295,0.413560207519414,0.132641040791912,0.110191690491055,0.143641197212847,0.207288594407348,0.271944526506117,0.505513909563998
Population growth (annual %),SP.POP.GROW,France,FRA,0.557563757631959,0.513102876178491,0.492821125690305,0.482694781758347,0.483953489768883,0.516539661307546,0.46824634207038,0.358494581816163,0.341374143157509,0.271350507669993,0.285508618638434,0.305015246719983,0.292221085514903
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,0.851928064290659,0.612963661508526,0.531736671222477,0.519109227709588,0.461311408821609,0.503989817548146,0.637131095156152,0.727084625433978,0.706823205794027,0.732338551627656,0.697087740409896,0.736349222896672,0.843050034136393
Population growth (annual %),SP.POP.GROW,Gabon,GAB,3.18807653024551,3.2929774631171,3.42197068660406,3.52516187757304,3.55822259981442,3.50515739344233,3.34110410137597,2.39135522463594,2.28985536531904,2.19563704311712,2.09798810279019,2.02168710210066,1.97181513140581
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,3.10498597160244,3.11364851085582,3.10116024088171,3.09704342340045,3.09453140006576,3.05120587130278,2.9743344848207,2.64137634537543,2.58268676641821,2.56215324974841,2.52879318000917,2.47214748808282,2.45217756522986
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-0.303790529341209,-0.888185042750245,-0.729475256932528,-0.802164039694326,-0.736565518814038,-0.300972141406188,0.0469539002549217,-0.0390365463489613,-0.171565740223868,0.0686562494680967,-0.379636607027231,0.104889950638883,1.28099843092554
Population growth (annual %),SP.POP.GROW,Germany,DEU,-0.190142844695674,-0.253383410163402,-0.153198446937304,-1.8537146287573,0.187727800567293,0.272900214681538,0.416877359168292,0.300526701992065,0.22551987421288,0.0816931586494595,0.0423270572552137,0.720875455989295,0.813269249881238
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.57232722220713,2.53550492031822,2.46999616717291,2.43818163019966,2.46059584044277,2.45242725553535,2.40764489206261,2.1226797659381,2.08893118401294,2.06626880077022,2.00774487031161,1.93898294382388,1.91170171695852
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,1.33127773351264,1.37545661279669,1.42719195710431,1.39449236537241,1.43752181837621,0.777442704117801,0.126420318087511,0.140996191940677,0.113265896118834,0.0734012327661469,-0.122365336936279,-0.0612388640957491,0.119381069323213
Population growth (annual %),SP.POP.GROW,Greece,GRC,0.265457836726293,0.263026401346927,0.128880432668041,-0.147951277402184,-0.540752950543684,-0.725120806658085,-0.666113290031891,-0.202880238259165,-0.105339392724138,-0.214592106571664,-1.21680248998544,-1.35539459324563,-0.631359846394221
Population growth (annual %),SP.POP.GROW,Greenland,GRL,-0.402186876651222,-0.00887697402292811,1.02802332572502,-0.0263631971297131,-0.14072121935205,-0.577265864735276,-0.333398666658893,-0.265609140509557,0.359917714454119,0.252238303411568,0.506106194434674,0.0141200557976914,0.359389425458904
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.671715214592327,0.683128733664499,0.69515608509071,0.767833539558842,0.861245196984192,0.887245628443614,0.874356936993021,0.755485367413198,0.724563813014991,0.762219229220411,0.762873605069601,0.662275264266552,0.592162162131326
Population growth (annual %),SP.POP.GROW,Guam,GUM,-0.0230660905213468,-0.088064262231673,0.197277633521513,0.450154139027106,0.447535840524607,0.397066313446001,0.292292129425125,0.0426939914692953,-0.0320187846270383,0.359326132872351,0.767004481277612,0.724496899820096,0.683444002088191
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,1.92744763752889,1.88106343818981,1.83655642844003,1.81948775605672,1.77749578673149,1.75716769812924,1.72875760277972,1.60038598150372,1.56038604781094,1.51998785357799,1.4803168061015,1.43986849494773,1.39900898821501
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2.40819421004136,2.43976227038861,2.45827846352306,2.47131110815721,2.44875299812511,2.44231614129791,2.48293200818758,2.53344244221774,2.5376470778001,2.51225012110646,2.44431721949133,2.39091413366776,2.36211734721627
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.57645836046792,2.5710829245713,2.58699749262038,2.63200843432739,2.67971667869759,2.68850117447374,2.6479419321498,2.37233714760758,2.33629046990663,2.27645335668636,2.20258924567144,2.15283930362989,2.12750787782784
Population growth (annual %),SP.POP.GROW,Guyana,GUY,-0.313900504723792,-0.384215250307409,-0.443706996010097,-0.49619379069059,-0.0354791980047339,0.46319412619233,0.493149307612364,2.8750028594538,1.67134809737405,-0.194366443701065,0.919614738982755,0.515592544369467,0.629624405206613
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.62585605595915,1.6098133370454,1.1468886718608,1.12574729606877,1.53746880756048,1.49898644905428,1.46596797524852,1.36113131762731,1.33513859245585,1.30291995864045,1.23729899666313,1.19334195623455,1.19922882982183
Population growth (annual %),SP.POP.GROW,Honduras,HND,2.21289893099486,2.14336495538161,2.07597795876773,2.00986802562652,1.95084289919704,1.89595914681821,1.84861910603263,1.7097289071087,1.68069668453135,1.622836376932,1.5351396675707,1.49211855882432,1.53082951071852
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.598238786949717,0.215353334344996,0.734446396338105,0.672543291818633,1.1039579972368,0.401982535858444,0.702370950536049,0.800230596967774,0.739283471323064,-0.358932661902885,-0.91177674914823,-0.907914524343304,2.55352466697343
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-0.17509736747488,-0.154908813950621,-0.226013875689698,-0.283360435946948,-0.516437606548041,-0.27536875707442,-0.269378767165116,-0.126786951652838,-0.0452557101106228,-0.215067837129585,-0.413751024472153,-0.690781547965424,-0.552969965032594
Population growth (annual %),SP.POP.GROW,Iceland,ISL,1.85957217059918,0.341241978970882,-0.143903000294037,0.305468368224399,0.532100734916982,0.945885900369151,1.11250475522796,2.67814276922904,2.19893225826166,1.6230862512591,1.6393166402584,2.51377343254216,2.99067031992196
Population growth (annual %),SP.POP.GROW,India,IND,1.42239150883577,1.39119493033754,1.37759581159767,1.36158808453343,1.33219204981494,1.29754883539168,1.24036218382689,1.08752772157855,1.02531077187097,0.95522085775158,0.797216093898126,0.680372581057012,0.805014301342575
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.30217053507895,1.27153208994292,1.25151729140412,1.25573808861315,1.25594145835811,1.21281780987831,1.15950664180271,0.966206435866139,0.937689273635294,0.840389268128048,0.694717688319757,0.636555115146439,0.735139895418266
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,1.37188502638988,1.36047026604448,1.40442428093574,1.27755003393578,1.27742540846959,1.45650590321443,1.897214219374,1.30788220910804,1.0995932626289,0.83517614833256,0.722822505475776,0.710745642903734,0.700188903168177
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,1.92646265531762,3.5987933376422,3.17093320217157,3.4985800882497,4.4884639176917,4.6654185971967,3.50227675046767,2.41756068668666,2.36838831392184,2.36211183923937,2.26888921028968,2.18691693437269,2.24105014081182
Population growth (annual %),SP.POP.GROW,Ireland,IRL,2.03870801117202,1.01566327592341,0.544884384079014,0.436072439258428,0.4237438032978,0.526556158855653,0.731001376585771,1.23887545258946,1.36762695363797,1.02911050277336,0.953878183519474,1.8505037841192,2.60299259103173
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,1.09997001077714,1.11333254369235,1.09510938916344,0.620772843428076,-0.0142274495165514,-0.230291764982335,-0.295168031488441,0.233037660360485,0.188422790499936,0.134540647396739,0.257859199732084,0.303350115903421,0.225729728476368
Population growth (annual %),SP.POP.GROW,Israel,ISR,1.7765791059698,2.39020733801215,1.82675240987847,1.84807786159597,1.84615132126711,1.86605289478673,1.91954379859591,1.92662286520241,1.90898263957994,1.76367939210866,1.68190551747412,1.96636884788361,2.06280419087907
Population growth (annual %),SP.POP.GROW,Italy,ITA,0.662469252941527,0.455613449577732,0.30759122234095,0.171978290995717,0.269541239520996,1.1592511168095,0.917504095962437,-0.190063640113791,-1.15302842389952,-0.487095091717782,-0.515599998844444,-0.326488181067642,-0.304633382751779
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,0.375125564741813,0.405906286917041,0.421348654823536,0.447915144043708,0.495752366688783,0.481191238304142,0.410748099114478,0.123091479545611,0.0688992221522009,0.236519557799568,0.257040921915097,-0.0112465411699634,-0.0648514304106601
Population growth (annual %),SP.POP.GROW,Japan,JPN,0.0484253945978966,-0.0124946312294096,0.0179605415195644,-0.185226486410846,-0.159710675844347,-0.144271883387076,-0.132694222147042,-0.126880068088791,-0.140464977878172,-0.294194617750067,-0.459952415807642,-0.443851919148528,-0.487370782049143
Population growth (annual %),SP.POP.GROW,Jordan,JOR,2.43277656402626,2.20117695037558,2.19915131357546,2.54581045628308,1.42278781713891,6.48192864156847,11.7940156559538,2.36510265786667,2.25750975365016,2.12736281777905,1.98907685592122,1.22663656612596,0.452488759778546
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,1.87296209612182,1.98240805691531,1.41327147745347,1.43151244887822,1.40867688701824,1.43944535624798,1.47267087305755,1.31452298457883,1.28960848954226,1.29863532544565,2.29640758923114,2.28528529025291,1.34158039345206
Population growth (annual %),SP.POP.GROW,Kenya,KEN,2.97884515479232,2.96069187652137,2.8175240671163,2.65543505812038,2.52595644302294,2.40993136403743,2.2941780158286,2.03273400450275,1.97845694844255,2.00970011079671,1.94276128252757,1.90951031059953,1.96674157342146
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,1.9110717364553,1.93374349375449,1.86835722052213,1.72220205807577,1.57753769269312,1.50539234360214,1.46654343733585,1.56542354171621,1.60651238884126,1.77265475198411,1.88854075847608,1.81315663594675,1.72470818693557
Population growth (annual %),SP.POP.GROW,"Korea, Dem. People's Rep.",PRK,0.460993034958389,0.458556258017028,0.425940886169344,0.393586759082814,0.418674807001654,0.457206407016513,0.49597980701513,0.476315091651054,0.456446820087896,0.434017300434564,0.402945210274924,0.374729560022698,0.35000834215513
Population growth (annual %),SP.POP.GROW,"Korea, Rep.",KOR,0.759316681850927,0.514682827535803,0.49822508440111,0.768971758582589,0.525713660600414,0.455218622164662,0.628149861433639,0.433519027613049,0.347874968577526,0.137869266247028,-0.128757315474928,-0.187486566698935,0.077477253324535
Population growth (annual %),SP.POP.GROW,Kosovo,XKX,-0.379235298953869,-0.327924142653747,-0.273145595669506,0.377238015997646,0.430785117580496,0.607467946683114,-0.294473630866066,0.33901096210321,-0.457730006092952,0.0701311089258031,-0.229015994470004,-1.01021532573298,-0.66461489766678
Population growth (annual %),SP.POP.GROW,Kuwait,KWT,5.59158488996994,5.31183453845195,5.15215597247121,6.588978450283,7.67642810205362,7.15682472094729,3.10674056152789,4.55608227002645,2.82985240186539,-1.83282064689651,-2.5628080932518,0.44040518714903,0.96131038288673
Population growth (annual %),SP.POP.GROW,Kyrgyz Republic,KGZ,0.950220144755314,1.20726564406139,1.19286442880631,1.21689072909974,1.66523655939962,1.98473866725772,2.0061078993716,1.99032207024617,2.08787614010317,1.89786382312175,2.89836288600667,2.93148141736729,1.78894630690457
Population growth (annual %),SP.POP.GROW,Lao PDR,LAO,1.55232447601189,1.52146861670776,1.4894787970459,1.45859508479977,1.43097327467587,1.40264986092754,1.36491228821043,1.51870726808495,1.49540481526456,1.47745666003059,1.43321406495938,1.39649568386606,1.37576862016302
Population growth (annual %),SP.POP.GROW,Latvia,LVA,-1.0509395443743,-1.65102496759116,-2.08130508988111,-1.82076700208005,-1.24035915329271,-1.07103480329077,-0.941743354234222,-0.779138396192231,-0.695239140136066,-0.701211570733301,-0.843294678005026,-0.271369577775699,0.125866344662112
Population growth (annual %),SP.POP.GROW,Lebanon,LBN,1.60884613336982,1.29127979774658,0.898071621012191,0.98111944066669,2.60752084121081,9.22649612823576,9.97196954242858,-2.62721254105458,-2.87986589552119,-2.07933690590844,-1.24903516691702,-1.85691249289585,-2.50498427319778
Population growth (annual %),SP.POP.GROW,Lesotho,LSO,0.580575262050289,0.707013588718218,0.673528482706333,0.735394495013464,0.832817872899488,0.931108535565663,1.02193622193702,1.25441313204544,1.25167812193172,1.26784087310275,1.2062178802275,1.06255709738439,1.05662089697663
Population growth (annual %),SP.POP.GROW,Liberia,LBR,4.07646036851064,3.15228963928178,2.89962727401251,3.93153710180299,3.53829805549154,2.18235448876975,2.05859453753694,1.91539593694733,1.94236198013985,2.03116860337744,2.05886078022756,2.08208722249815,2.15837823978606
Population growth (annual %),SP.POP.GROW,Libya,LBY,2.12887841520837,2.09437470204341,2.05103928741641,-4.79355371289299,-5.28007770057696,1.94607768885519,1.86288826279856,1.54843762620192,1.39951441440416,1.28344509210842,1.21494764533037,1.13768828173195,1.1101275120524
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,0.711545007164178,0.771009503458442,0.701110398374398,0.729393790471232,0.869403225669288,0.821163785495365,0.784827172615701,0.767717718370254,0.78525898208049,0.709498302393315,0.727556393997221,0.735015942105173,0.651369032629572
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,-1.02848317546539,-1.11034575437238,-2.09694341985475,-2.25846389882827,-1.34120198821595,-1.01200736818103,-0.859827343070249,-0.954190459209969,-0.264704354944785,0.0267667582795671,0.212805429536827,1.09366808005007,1.41170910782706
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,1.78749663225793,1.85177523043645,1.8254058035237,2.22266050326725,2.40154189982875,2.31117625275217,2.35697870484045,1.92883751398765,1.9628449198635,1.66635867423273,1.51834936706612,2.01666790212729,2.34600975458798
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,2.62527907737455,2.60877302924839,2.5950318244663,2.42961521187371,2.0391269983749,1.80391580287387,1.80257581895543,1.92034437176829,1.92636052888412,1.88522049742858,1.51504486448614,1.23914668361251,1.28364385187692
Population growth (annual %),SP.POP.GROW,North Macedonia,MKD,-0.578593804248589,-0.646827222901633,-0.63937448291812,-0.458327097678151,-0.391858319665176,-0.368848270904885,-0.268678976911211,-0.507220756968942,-0.679308688552216,-1.07910572041332,-1.02945804668594,-0.294481335654044,-1.0830878621445
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,2.91149152987358,2.8994727895916,2.86594914827117,2.80016501090231,2.72814099743688,2.67158913972617,2.6271377711217,2.55407704067255,2.52531662828285,2.48242289292055,2.41686937370051,2.37869514981706,2.38265667508188
Population growth (annual %),SP.POP.GROW,Malawi,MWI,2.87740603419066,2.90572339354206,2.89150573052371,2.86427704641241,2.83256555379816,2.80676296771096,2.78881323875244,2.68556142714987,2.68285756018368,2.66577178304392,2.61141776637435,2.5591382705715,2.54716886319793
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,2.08818532017883,1.97892341382596,1.75828740323151,1.61104342924472,1.61813131846729,1.58743980435977,1.55301827143161,1.31563682048248,1.24151463105699,1.19985962233223,1.11985399101,1.07936374148797,1.08520231604055
Population growth (annual %),SP.POP.GROW,Maldives,MDV,3.55228895579949,3.54422447127984,3.52915551848168,3.49620875437484,3.43849123867636,3.3466404024458,3.91748340604239,3.59964034794787,2.96723053964137,1.94913457153784,1.35517739152214,0.44582965495802,-0.529476508977336
Population growth (annual %),SP.POP.GROW,Mali,MLI,3.28476390707979,3.2555744003116,3.2497394697786,3.23481196285064,2.91810874359862,2.92004450187922,3.17067551792802,3.17485008918529,3.12666991376831,3.14260365885334,3.15796436945004,3.09520925424978,3.05166141549371
Population growth (annual %),SP.POP.GROW,Malta,MLT,0.650655460565174,0.753906931031973,0.49118281065151,0.423700885195294,0.899209211902256,1.4040502758129,1.9967544083193,3.49195540302534,3.93135631850717,2.21120767752363,0.619810315667809,2.39653483178468,4.07701021450296
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,-0.411668206131852,-0.415235819000647,-0.330813597773069,-0.836573256679686,-1.46046294872198,-1.64360804920741,-1.83357958458324,-2.5716193468544,-2.78025337337267,-2.9840768300379,-3.18995490050083,-1.15046892532344,1.02196784869723
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.49989376010022,2.72380028814205,2.87305118502029,3.01844276057634,3.12478900195865,2.89612211417799,2.64221126030642,2.62618780349529,2.6146547551014,2.58400208033153,2.55391077109444,2.59160126770452,2.6431022627714
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,0.361630847401639,0.265537672832765,0.237886692890185,0.160140420765724,0.277321025514609,0.242165626741126,0.181022097854624,0.0545354541381391,0.0322330642925213,0.00229068020969373,0.0252729878913446,-0.301401216835277,-0.117452949112512
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.26753574174522,1.23674369230562,1.32657895725526,1.4276397653994,1.39661546186197,1.317160792789,1.2414667155537,0.951668643927897,0.860265089734684,0.727243815691995,0.559420832085433,0.628607802526073,0.743434542137949
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,-0.758815202826041,-0.772033459891083,-0.259914003442924,0.277526573301423,0.319268822321146,0.347720569318122,0.381376448431569,0.450852095694507,0.404844283265269,0.650605243674555,0.910158700223977,0.908957180951961,0.924204879960664
Population growth (annual %),SP.POP.GROW,Moldova,MDA,-0.190349156188775,-0.12626339171085,-0.0998329740168972,-0.0578362648793712,-0.0131095435392298,-0.0267837694756349,-0.0609720602101012,-1.75700442074845,-1.60031653578231,-1.09803165876287,-1.50342952349937,-2.21696682736653,-2.06952171753803
Population growth (annual %),SP.POP.GROW,Monaco,MCO,0.122477835833443,1.6775209368822,2.36977191505581,2.28545620835272,2.19981191992032,2.06780986239305,1.91520497126224,-0.0405005878121066,0.0135020185722688,-0.302883026724653,-0.641236845621864,-0.593262624459316,-0.472749142011553
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,1.07812241088145,1.23859259914584,1.33380431981013,1.52094437973029,1.74890622320901,1.87336676028775,2.00668670836189,2.17135597977155,2.13999709629328,1.8970150281402,1.60937103615911,1.49966908606271,1.42551054825547
Population growth (annual %),SP.POP.GROW,Montenegro,MNE,0.177475866720179,0.214529295893828,0.183239906425096,0.10504177223011,0.0841474080023094,0.097599636675676,0.0970220113323688,-0.0234613531527775,-0.0319870125812963,-0.116139360968958,-0.337762721786185,-0.323190384386897,-0.167992320943883
Population growth (annual %),SP.POP.GROW,Morocco,MAR,1.28003720148764,1.28110624620562,1.30835154510463,1.34266554348538,1.35377246657382,1.34423384293623,1.3080629397791,1.1178970270223,1.04358412669917,1.05316017914606,1.05148431222073,1.02339197878946,1.01483758667745
Population growth (annual %),SP.POP.GROW,Mozambique,MOZ,2.62064294405699,2.66980274555,2.79982093572927,2.93267756135951,3.01461029926612,3.07273916417179,3.0689338689503,2.94688715052533,2.88656653514774,2.90481965930954,2.84211234895462,2.7441930613512,2.77535206169073
Population growth (annual %),SP.POP.GROW,Myanmar,MMR,0.584181978347596,0.585912068881096,0.7624548830356,0.81369995783056,0.847223411648512,0.852912565826152,0.833860100341235,0.719693108790769,0.70799909760206,0.71947282559554,0.699278204168444,0.706117426957398,0.733178876221607
Population growth (annual %),SP.POP.GROW,Namibia,NAM,1.33630166361813,1.4303035696071,1.5047354003649,1.56298266563295,1.63406204857906,1.69446732352455,1.73094393878771,1.72516455160384,1.68846817343864,1.72031062423917,1.63585889002733,1.44635918427576,1.4372197796667
Population growth (annual %),SP.POP.GROW,Nauru,NRU,-0.234032286243007,-0.097675334977918,0.0781478988682006,0.409277515375299,1.55356045898291,2.36551856896574,2.27429604672952,2.05039801977074,1.72934140105098,1.49714417461665,1.57902257627617,1.24708713411304,0.880232027299544
Population growth (annual %),SP.POP.GROW,Nepal,NPL,0.626509658660505,0.539422885134866,0.496881283325948,0.385214210038506,0.235525469173116,0.185921856916927,0.293747924382451,1.1405493652354,1.13635160669166,1.77426805557613,2.31172371212952,1.69224660146888,1.13603537496157
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,0.389292461499527,0.514284544827762,0.512923100553586,0.466428782200821,0.370055034770235,0.294820793441482,0.359828172726548,0.583933408920832,0.65507157480522,0.55554079025497,0.523490508168757,0.953278922854537,1.00340157218113
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,1.45230768383707,1.30961560699145,1.53321542873142,1.82508537401111,1.81167904307637,1.77944042769409,1.65510642970682,0.1328462500256,0.0258107337212034,-0.0590057547729274,-0.254861903148414,-0.435504436440432,-0.47472420231839
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,0.848701402422591,0.999728031208421,1.1117260560215,0.762479795105218,0.548220797298334,0.768347998194806,1.66101200071152,1.79124016759035,1.59115889619722,2.20478869594563,0.413665247040229,0.115363946900346,2.04836808947608
Population growth (annual %),SP.POP.GROW,Nicaragua,NIC,1.4217078710387,1.44691351664322,1.4638532507888,1.4717486887592,1.47088300051398,1.46129517647149,1.44870479177075,1.40510472256985,1.38548472522896,1.37069568464204,1.39120241997296,1.41827846169398,1.39938096442621
Population growth (annual %),SP.POP.GROW,Niger,NER,3.67254476327787,3.70117077417358,3.73070315116356,3.74672017840573,3.810576036689,3.81820594100195,3.78117877025801,3.78759649907003,3.76544488542259,3.72710072523223,3.70742378461307,3.71298781842953,3.72576598230791
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2.7196868027914,2.72738484297876,2.74437885223698,2.76406237855304,2.74928887763244,2.69747404339158,2.6281238528085,2.49664490408847,2.44820069834557,2.44060888477318,2.40636338101405,2.38000715491565,2.37988826918731
Population growth (annual %),SP.POP.GROW,Northern Mariana Islands,MNP,-4.90503090271691,-5.08445117030295,-5.34393804525569,-2.93998117935774,-0.307020712378622,-0.417225485626769,-0.548094105534998,-0.841314237571621,-0.890563183033054,-0.545026237308475,-0.213994509732827,0.141368470106524,0.493221731247645
Population growth (annual %),SP.POP.GROW,Norway,NOR,1.24633301535167,1.2611272893768,1.24566617956207,1.297189390693,1.31344098868985,1.20914158930136,1.12773667734928,0.660090844249,0.675061373245644,0.588757324043059,0.534772281874925,0.898395220610608,1.13818460655469
Population growth (annual %),SP.POP.GROW,Oman,OMN,1.72461361834632,1.73916451569952,6.61155222833165,10.6840726819136,9.75816930384769,7.65038581747282,4.9227496816523,1.29724948709333,0.0350068045198641,-1.29824513056146,-0.5059218392323,1.22741823795981,1.47683734209876
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,2.17888921699852,2.2291625346925,2.25257934512803,2.11083457768435,1.7979754297027,1.53689764905925,1.40918297342086,1.5371724033626,1.6079813474837,1.73302782045863,1.83406208240793,1.89324559780014,1.9571034315941
Population growth (annual %),SP.POP.GROW,Palau,PLW,-1.37259095767935,-1.45541484875174,-1.53083329873194,-1.63135754915238,-1.62497357703192,-0.788793214612497,-0.0505603785945698,0.151256296169056,0.290665380719677,0.312082286285984,0.288921192202971,0.171845159947773,0.0166145155866348
Population growth (annual %),SP.POP.GROW,Panama,PAN,1.8381638086969,1.81636347456987,1.78967209984493,1.77943456083626,1.77844896646925,1.76061359830409,1.74411571812086,1.67512297561619,1.60228973055272,1.4510521369147,1.3156150150044,1.30858019134362,1.34074838442305
Population growth (annual %),SP.POP.GROW,Papua New Guinea,PNG,3.08611399149295,3.0478162226257,3.00352670267458,2.90298961470657,2.77799045268741,2.69288253584226,2.61569523033674,2.325313321969,2.26018781066996,2.14763227357632,2.02856054038959,1.92302821820746,1.82993546980529
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,0.979118914218707,1.01212367069034,1.15140184845157,1.29733854365491,1.34923843816846,1.38035856649557,1.40654396942745,1.37397022115058,1.33657480808218,1.34872957032065,1.27761600231743,1.14124498151162,1.18427440537002
Population growth (annual %),SP.POP.GROW,Peru,PER,0.716987182658426,0.702724346623641,0.756357202975091,0.845382115888711,0.918055908591097,0.967486220265649,1.04365112789631,1.87582164020533,1.90972560807882,1.45140240084226,1.22566025209601,0.986112053718798,0.886323861618286
Population growth (annual %),SP.POP.GROW,Philippines,PHL,1.87043157688419,1.84004284987183,1.80164390376145,1.78165880217122,1.74352515093364,1.68695605708093,1.6168406041295,1.70024776555145,1.65518369204871,1.62663290469171,1.49455716704944,1.46331572990702,1.52719727728693
Population growth (annual %),SP.POP.GROW,Poland,POL,0.0136373796827091,0.067763227021235,-0.285609121534849,0.0537697088781007,-0.000239076003298365,-0.0603600174744649,-0.0748462292920506,-0.000200132782838419,-0.0244271070993493,-0.175062058196296,-0.401728616642455,-2.48206113275772,-0.369758116260503
Population growth (annual %),SP.POP.GROW,Portugal,PRT,0.144191279853498,0.0953308592370666,0.0459100367184907,-0.147084878575482,-0.405421787747567,-0.548815210952228,-0.539190466792077,-0.160104021146769,0.0237334946497115,0.10511412524675,0.626850165433157,0.460948935788035,1.10479001213844
Population growth (annual %),SP.POP.GROW,Puerto Rico,PRI,-0.58667739163101,-0.54540189449208,-0.506170056982176,-1.15654029293994,-1.20998793422288,-1.14593097838135,-1.6331283312239,-4.0483910336329,0.0106465459574109,2.71397643163413,-0.576507689869367,-1.3136475878955,-0.448878435008411
Population growth (annual %),SP.POP.GROW,Qatar,QAT,15.9056839638554,10.8795500522929,6.21360458813461,5.15608097721193,5.47271987641268,6.59135749712435,8.42688590935528,2.00708135491804,1.45331728352711,-1.68298503942558,-2.64853183197257,0.255862791830044,0.786068869030495
Population growth (annual %),SP.POP.GROW,Romania,ROU,-1.66638264306554,-0.833088754778975,-0.593959183588628,-0.491866212866043,-0.445177936198383,-0.371323062878035,-0.374575497762261,-0.587493307403584,-0.526814821936341,-0.550759892541776,-0.746036478523061,-0.393250873813944,0.047801854432771
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,-0.0439492591634852,0.030107060167659,0.0448964884428055,0.118045544446964,0.251575708072649,0.297503474179596,0.299667432459938,0.0721356165400605,0.037947213753429,-0.143202031827637,-0.343724409889771,-0.352843110363082,-0.285217600763343
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,2.68159866469225,2.64057029628242,2.6071051025344,2.56550960901795,2.45984040638473,2.3792915199656,2.3775340228914,2.43503841544025,2.39079436618151,2.3967070500013,2.3717515483557,2.31160323907511,2.28190198384881
Population growth (annual %),SP.POP.GROW,Samoa,WSM,0.684867888236991,0.721630924369264,0.771440058555094,0.858778291222582,0.898922334287627,0.911922272588174,0.905168292851843,0.992505709183727,1.04553544180183,1.41696799990075,1.76857821590665,1.64031006593833,1.47258738875474
